,Unnamed: 0,dataset,combina_1,train.shape,test.shape,f1,recall,combinations,combina_2,train.shape.1,mean,std,min,max,scores_kfold
732,18,detoxis21_insult,18,"(2770, 2)","(693, 2)",0.6716587013843112,0.5977097336320637,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'haha18']",18,"(2770, 2)",0.6396915485271248,0.0206250846121724,0.6178112260896832,0.6690561529271206,"[0.6690561529271206, 0.6178112260896832, 0.6569784382284383, 0.6178112260896833, 0.6368006993006994]"
733,19,detoxis21_insult,19,"(2770, 2)","(693, 2)",0.6716587013843112,0.6105302464525766,"['detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",19,"(2770, 2)",0.6436016871628674,0.025655433429729,0.5976589200273411,0.6730394348564785,"[0.6730394348564785, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6532236430295986]"
734,20,detoxis21_insult,20,"(2770, 2)","(693, 2)",0.6511433620735821,0.5858600945979586,"['davincis22', 'haha21', 'misogyny_centrogeo', 'metwo22']",20,"(2770, 2)",0.6375681444580446,0.0326639505199834,0.5976589200273411,0.6885234380490547,"[0.6885234380490547, 0.6178112260896832, 0.6608603706383216, 0.5976589200273411, 0.6229867674858223]"
735,21,detoxis21_insult,21,"(2770, 2)","(693, 2)",0.660184248140304,0.5986806074184715,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",21,"(2770, 2)",0.6481455111493934,0.0237143159832415,0.6178112260896833,0.6885234380490547,"[0.6885234380490547, 0.6371079996724802, 0.6569784382284383, 0.6178112260896833, 0.6403064537073108]"
736,22,detoxis21_insult,22,"(2770, 2)","(693, 2)",0.6630517503805174,0.5986806074184715,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",22,"(2770, 2)",0.6378060499728017,0.0216965079160899,0.5976589200273411,0.6569784382284383,"[0.6569784382284383, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6403064537073108]"
737,23,detoxis21_insult,23,"(2770, 2)","(693, 2)",0.6511433620735821,0.5858600945979586,"['detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22', 'haha18']",23,"(2770, 2)",0.6344713438195294,0.0281015584780278,0.5976589200273411,0.6730394348564785,"[0.6730394348564785, 0.6178112260896832, 0.6608603706383216, 0.5976589200273411, 0.6229867674858223]"
738,24,detoxis21_insult,24,"(2770, 2)","(693, 2)",0.660184248140304,0.6115011202389843,"['davincis22', 'exist21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22', 'haha18']",24,"(2770, 2)",0.6443526462026353,0.0259789994391938,0.5976589200273411,0.6730394348564785,"[0.6730394348564785, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6569784382284383]"
739,25,detoxis21_insult,25,"(2770, 2)","(693, 2)",0.6630517503805174,0.5986806074184715,"['mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",25,"(2770, 2)",0.6410182492984098,0.0252028256160455,0.5976589200273411,0.6730394348564785,"[0.6730394348564785, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6403064537073108]"
740,26,detoxis21_insult,26,"(2770, 2)","(693, 2)",0.660184248140304,0.5986806074184715,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress']",26,"(2770, 2)",0.6378060499728017,0.0216965079160899,0.5976589200273411,0.6569784382284383,"[0.6569784382284383, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6403064537073108]"
741,27,detoxis21_insult,27,"(2770, 2)","(693, 2)",0.6630517503805174,0.5986806074184715,"['davincis22', 'detoxis21_aggressiveness', 'mexa3t18_aggress', 'misogyny_centrogeo']",27,"(2770, 2)",0.6378060499728017,0.0216965079160899,0.5976589200273411,0.6569784382284383,"[0.6569784382284383, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6403064537073108]"
742,28,detoxis21_insult,28,"(2770, 2)","(693, 2)",0.6630517503805174,0.5986806074184715,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21']",28,"(2770, 2)",0.634723081738219,0.0239557748816707,0.5976589200273411,0.6608603706383216,"[0.6569784382284383, 0.6178112260896832, 0.6608603706383216, 0.5976589200273411, 0.6403064537073108]"
743,29,detoxis21_insult,29,"(2770, 2)","(693, 2)",0.6716587013843112,0.5977097336320637,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21']",29,"(2770, 2)",0.646605769524357,0.022566431393154,0.6178112260896833,0.6843304843304843,"[0.6843304843304843, 0.6371079996724802, 0.6569784382284383, 0.6178112260896833, 0.6368006993006994]"
744,30,detoxis21_insult,30,"(2770, 2)","(693, 2)",0.6630517503805174,0.5858600945979586,"['mexa3t18_aggress', 'metwo22', 'haha18']",30,"(2770, 2)",0.6406511126926274,0.0307611848465295,0.5976589200273411,0.6885234380490547,"[0.6885234380490547, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6229867674858223]"
745,31,detoxis21_insult,31,"(2770, 2)","(693, 2)",0.6716587013843112,0.5977097336320637,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",31,"(2770, 2)",0.6474102579602438,0.0133036132623256,0.6368006993006994,0.6690561529271206,"[0.6690561529271206, 0.6371079996724802, 0.6569784382284383, 0.6371079996724802, 0.6368006993006994]"
746,32,detoxis21_insult,32,"(2770, 2)","(693, 2)",0.660184248140304,0.5986806074184715,"['detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",32,"(2770, 2)",0.6378060499728017,0.0216965079160899,0.5976589200273411,0.6569784382284383,"[0.6569784382284383, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6403064537073108]"
747,33,detoxis21_insult,33,"(2770, 2)","(693, 2)",0.6573829927488465,0.6115011202389843,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",33,"(2770, 2)",0.6482793037662871,0.0092238001045611,0.6371079996724802,0.6569784382284383,"[0.6532236430295986, 0.6371079996724802, 0.6569784382284383, 0.6371079996724802, 0.6569784382284383]"
748,34,detoxis21_insult,34,"(2770, 2)","(693, 2)",0.674644492900291,0.6115011202389843,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",34,"(2770, 2)",0.6474494468411505,0.0298486790240508,0.5976589200273411,0.6885234380490547,"[0.6885234380490547, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6569784382284383]"
749,35,detoxis21_insult,35,"(2770, 2)","(693, 2)",0.6630517503805174,0.5848892208115509,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'metwo22', 'haha18']",35,"(2770, 2)",0.6369212983161401,0.0329768269876497,0.5976589200273411,0.6885234380490547,"[0.6885234380490547, 0.6178112260896832, 0.6608603706383216, 0.5976589200273411, 0.6197525367762999]"
750,36,detoxis21_insult,36,"(2770, 2)","(693, 2)",0.660184248140304,0.5858600945979586,"['exist21', 'mexa3t18_aggress', 'metwo22']",36,"(2770, 2)",0.634342112728504,0.0223922177874187,0.5976589200273411,0.6569784382284383,"[0.6569784382284383, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6229867674858223]"
751,37,detoxis21_insult,37,"(2770, 2)","(693, 2)",0.6687414187643019,0.5977097336320637,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",37,"(2770, 2)",0.6474102579602438,0.0133036132623256,0.6368006993006994,0.6690561529271206,"[0.6690561529271206, 0.6371079996724802, 0.6569784382284383, 0.6371079996724802, 0.6368006993006994]"
752,38,detoxis21_insult,38,"(2770, 2)","(693, 2)",0.660184248140304,0.5986806074184715,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",38,"(2770, 2)",0.648111408841566,0.0128091675474201,0.6371079996724802,0.6690561529271206,"[0.6690561529271206, 0.6371079996724802, 0.6569784382284383, 0.6371079996724802, 0.6403064537073108]"
753,39,detoxis21_insult,39,"(2770, 2)","(693, 2)",0.660184248140304,0.5986806074184715,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'metwo22', 'haha18']",39,"(2770, 2)",0.6450487105108782,0.0187255093314514,0.6178112260896833,0.6730394348564785,"[0.6730394348564785, 0.6371079996724802, 0.6569784382284383, 0.6178112260896833, 0.6403064537073108]"
754,40,detoxis21_insult,40,"(2770, 2)","(693, 2)",0.6511433620735821,0.5858600945979586,"['exist21', 'metwo22', 'haha18']",40,"(2770, 2)",0.6344713438195294,0.0281015584780278,0.5976589200273411,0.6730394348564785,"[0.6730394348564785, 0.6178112260896832, 0.6608603706383216, 0.5976589200273411, 0.6229867674858223]"
755,41,detoxis21_insult,41,"(2770, 2)","(693, 2)",0.660184248140304,0.6115011202389843,"['davincis22', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",41,"(2770, 2)",0.6420879398549129,0.0198724719329004,0.6178112260896832,0.6608603706383216,"[0.6569784382284383, 0.6178112260896832, 0.6608603706383216, 0.6178112260896833, 0.6569784382284383]"
756,42,detoxis21_insult,42,"(2770, 2)","(693, 2)",0.6630517503805174,0.5858600945979586,"['exist21', 'mexa3t18_aggress', 'metwo22', 'haha18']",42,"(2770, 2)",0.634342112728504,0.0223922177874187,0.5976589200273411,0.6569784382284383,"[0.6569784382284383, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6229867674858223]"
757,43,detoxis21_insult,43,"(2770, 2)","(693, 2)",0.6630517503805174,0.5977097336320637,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",43,"(2770, 2)",0.6435509032436844,0.0177787721559906,0.6178112260896833,0.6690561529271206,"[0.6690561529271206, 0.6371079996724802, 0.6569784382284383, 0.6178112260896833, 0.6368006993006994]"
758,44,detoxis21_insult,44,"(2770, 2)","(693, 2)",0.660184248140304,0.5986806074184715,"['exist21', 'haha21', 'mexa3t18_aggress', 'metwo22']",44,"(2770, 2)",0.6442520541250066,0.0175665980406192,0.6178112260896833,0.6690561529271206,"[0.6690561529271206, 0.6371079996724802, 0.6569784382284383, 0.6178112260896833, 0.6403064537073108]"
759,45,detoxis21_insult,45,"(2770, 2)","(693, 2)",0.660184248140304,0.5986806074184715,"['exist21', 'mexa3t18_aggress', 'haha18']",45,"(2770, 2)",0.6378060499728017,0.0216965079160899,0.5976589200273411,0.6569784382284383,"[0.6569784382284383, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6403064537073108]"
760,46,detoxis21_insult,46,"(2770, 2)","(693, 2)",0.6716587013843112,0.6115011202389843,"['detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",46,"(2770, 2)",0.6412696779680525,0.0286079534873153,0.5976589200273411,0.6730394348564785,"[0.6730394348564785, 0.6178112260896832, 0.6608603706383216, 0.5976589200273411, 0.6569784382284383]"
761,47,detoxis21_insult,47,"(2770, 2)","(693, 2)",0.6511433620735821,0.5858600945979586,"['detoxis21_aggressiveness', 'misogyny_centrogeo', 'metwo22', 'haha18']",47,"(2770, 2)",0.6344713438195294,0.0281015584780278,0.5976589200273411,0.6730394348564785,"[0.6730394348564785, 0.6178112260896832, 0.6608603706383216, 0.5976589200273411, 0.6229867674858223]"
762,48,detoxis21_insult,48,"(2770, 2)","(693, 2)",0.6630517503805174,0.6115011202389843,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'metwo22', 'haha18']",48,"(2770, 2)",0.6474494468411505,0.0298486790240508,0.5976589200273411,0.6885234380490547,"[0.6885234380490547, 0.6371079996724802, 0.6569784382284383, 0.5976589200273411, 0.6569784382284383]"
763,49,detoxis21_insult,49,"(2770, 2)","(693, 2)",0.6716587013843112,0.6105302464525766,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",49,"(2770, 2)",0.6468354919894642,0.0177452964045278,0.6178112260896833,0.6690561529271206,"[0.6690561529271206, 0.6371079996724802, 0.6569784382284383, 0.6178112260896833, 0.6532236430295986]"
764,50,detoxis21_insult,50,"(2770, 2)","(693, 2)",0.6630517503805174,0.5858600945979586,[],50,"(2770, 2)",0.6344713438195294,0.0281015584780278,0.5976589200273411,0.6730394348564785,"[0.6730394348564785, 0.6178112260896832, 0.6608603706383216, 0.5976589200273411, 0.6229867674858223]"
765,0,detoxis21_intolerance,0,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",0,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
766,1,detoxis21_intolerance,1,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'haha18']",1,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
767,2,detoxis21_intolerance,2,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",2,"(2770, 2)",0.5133630244427436,0.0300559323336623,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
768,3,detoxis21_intolerance,3,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'metwo22']",3,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
769,4,detoxis21_intolerance,4,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",4,"(2770, 2)",0.513041078010232,0.0301968214418572,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5072097378277154, 0.48175865294667913]"
770,5,detoxis21_intolerance,5,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",5,"(2770, 2)",0.5133630244427436,0.0300559323336623,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
771,6,detoxis21_intolerance,6,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",6,"(2770, 2)",0.5179721026287234,0.0347824093135801,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5072097378277154, 0.4822429906542056]"
772,7,detoxis21_intolerance,7,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",7,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
773,8,detoxis21_intolerance,8,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",8,"(2770, 2)",0.5179721026287234,0.0347824093135801,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5072097378277154, 0.4822429906542056]"
774,9,detoxis21_intolerance,9,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['davincis22', 'exist21', 'meoffendes21']",9,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
775,10,detoxis21_intolerance,10,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress']",10,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
776,11,detoxis21_intolerance,11,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",11,"(2770, 2)",0.513041078010232,0.0301968214418572,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5072097378277154, 0.48175865294667913]"
777,12,detoxis21_intolerance,12,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo']",12,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
778,13,detoxis21_intolerance,13,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['meoffendes21', 'metwo22', 'haha18']",13,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
779,14,detoxis21_intolerance,14,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['davincis22', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",14,"(2770, 2)",0.5179721026287234,0.0347824093135801,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5072097378277154, 0.4822429906542056]"
780,15,detoxis21_intolerance,15,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22']",15,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
781,16,detoxis21_intolerance,16,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",16,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
782,17,detoxis21_intolerance,17,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'exist21', 'metwo22']",17,"(2770, 2)",0.5181003139782244,0.0348163323578518,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
783,18,detoxis21_intolerance,18,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'haha18']",18,"(2770, 2)",0.5133630244427436,0.0300559323336623,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
784,19,detoxis21_intolerance,19,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",19,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
785,20,detoxis21_intolerance,20,"(2770, 2)","(693, 2)",0.5334821428571429,0.499031007751938,"['davincis22', 'haha21', 'misogyny_centrogeo', 'metwo22']",20,"(2770, 2)",0.5181003139782244,0.0348163323578518,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
786,21,detoxis21_intolerance,21,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",21,"(2770, 2)",0.513041078010232,0.0301968214418572,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5072097378277154, 0.48175865294667913]"
787,22,detoxis21_intolerance,22,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",22,"(2770, 2)",0.513041078010232,0.0301968214418572,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5072097378277154, 0.48175865294667913]"
788,23,detoxis21_intolerance,23,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22', 'haha18']",23,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
789,24,detoxis21_intolerance,24,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['davincis22', 'exist21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22', 'haha18']",24,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
790,25,detoxis21_intolerance,25,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",25,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
791,26,detoxis21_intolerance,26,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress']",26,"(2770, 2)",0.513041078010232,0.0301968214418572,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5072097378277154, 0.48175865294667913]"
792,27,detoxis21_intolerance,27,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'mexa3t18_aggress', 'misogyny_centrogeo']",27,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
793,28,detoxis21_intolerance,28,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21']",28,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
794,29,detoxis21_intolerance,29,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21']",29,"(2770, 2)",0.5133630244427436,0.0300559323336623,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
795,30,detoxis21_intolerance,30,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['mexa3t18_aggress', 'metwo22', 'haha18']",30,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
796,31,detoxis21_intolerance,31,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",31,"(2770, 2)",0.513041078010232,0.0301968214418572,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5072097378277154, 0.48175865294667913]"
797,32,detoxis21_intolerance,32,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",32,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
798,33,detoxis21_intolerance,33,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",33,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
799,34,detoxis21_intolerance,34,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",34,"(2770, 2)",0.5179721026287234,0.0347824093135801,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5072097378277154, 0.4822429906542056]"
800,35,detoxis21_intolerance,35,"(2770, 2)","(693, 2)",0.5350258409647294,0.499031007751938,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'metwo22', 'haha18']",35,"(2770, 2)",0.5132661569012382,0.0301566848983338,0.4817586529466791,0.5590823970037453,"[0.5590823970037453, 0.5349116116188146, 0.4822429906542056, 0.5083351322827468, 0.48175865294667913]"
801,36,detoxis21_intolerance,36,"(2770, 2)","(693, 2)",0.5350258409647294,0.5,"['exist21', 'mexa3t18_aggress', 'metwo22']",36,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
802,37,detoxis21_intolerance,37,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",37,"(2770, 2)",0.5181971815197297,0.0347156143171643,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5083351322827468, 0.4822429906542056]"
803,38,detoxis21_intolerance,38,"(2770, 2)","(693, 2)",0.5334821428571429,0.5,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",38,"(2770, 2)",0.5179721026287234,0.0347824093135801,0.4822429906542056,0.5590823970037453,"[0.5590823970037453, 0.5590823970037453, 0.4822429906542056, 0.5072097378277154, 0.4822429906542056]"
